time_s,temperature_C,energy_kJ
1132.0,32.0,226.6
1133.0,32.0,226.8
1134.0,32.0,227.0
1135.0,32.0,227.2
1136.0,32.0,227.4
1137.0,32.0,227.6
1138.0,32.0,227.8
1139.0,32.0,228.0
1140.0,32.0,228.2
1141.0,32.0,228.4
1142.0,32.0,228.6
1143.0,32.0,228.8
1144.0,32.0,229.0
1145.0,32.0,229.2
1146.0,32.0,229.4
1147.0,32.0,229.6
1148.0,32.0,229.8
1149.0,32.0,230.0
1150.0,32.0,230.2
1151.0,32.0,230.4
1152.0,32.0,230.6
1153.0,32.0,230.8
1154.0,32.0,231.0
1155.0,32.0,231.2
1156.0,32.0,231.4
1157.0,32.0,231.6
1158.0,32.0,231.8
1159.0,32.0,232.0
1160.0,32.0,232.2
1161.0,32.0,232.4
1162.0,32.0,232.6
1163.0,32.0,232.8
1164.0,32.0,233.0
1165.0,32.0,233.2
1166.0,32.0,233.4
1167.0,32.0,233.6
1168.0,32.0,233.8
1169.0,32.0,234.0
1170.0,32.0,234.2
1171.0,32.0,234.4
1172.0,32.0,234.6
1173.0,32.0,234.8
1174.0,32.0,235.0
1175.0,32.0,235.2
1176.0,32.0,235.4
1177.0,32.0,235.6
1178.0,32.0,235.8
1179.0,32.0,236.0
1180.0,32.0,236.2
1181.0,32.0,236.4
1182.0,32.0,236.6
1183.0,32.0,236.8
1184.0,32.0,237.0
1185.0,32.0,237.2
1186.0,32.0,237.4
1187.0,32.0,237.6
1188.0,32.0,237.8
1189.0,32.0,238.0
1190.0,32.0,238.2
1191.0,32.0,238.4
1192.0,32.0,238.6
1193.0,32.0,238.8
1194.0,32.0,239.0
1195.0,32.0,239.2
1196.0,32.0,239.4
1197.0,32.0,239.6
1198.0,32.0,239.8
1199.0,32.0,240.0
1200.0,32.0,240.2
1201.0,32.0,240.4
1202.0,32.0,240.6
1203.0,32.0,240.8
1204.0,32.0,241.0
1205.0,32.0,241.2
1206.0,32.0,241.4
1207.0,32.0,241.6
1208.0,32.0,241.8
1209.0,32.0,242.0
1210.0,32.0,242.2
1211.0,32.0,242.4
1212.0,32.0,242.6
1213.0,32.0,242.8
1214.0,32.0,243.0
1215.0,32.0,243.2
1216.0,32.0,243.4
1217.0,32.0,243.6
1218.0,32.0,243.8
1219.0,32.0,244.0
1220.0,32.0,244.2
1221.0,32.0,244.4
1222.0,32.0,244.6
1223.0,32.0,244.8
1224.0,32.0,245.0
1225.0,32.0,245.2
1226.0,32.0,245.4
1227.0,32.0,245.6
1228.0,32.0,245.8
1229.0,32.0,246.0
1230.0,32.0,246.2
1231.0,32.0,246.4
1232.0,32.0,246.6
1233.0,32.0,246.8
1234.0,32.0,247.0
1235.0,32.0,247.2
1236.0,32.0,247.4
1237.0,32.0,247.6
1238.0,32.0,247.8
1239.0,32.0,248.0
1240.0,32.0,248.2
1241.0,32.0,248.4
1242.0,32.0,248.6
1243.0,32.0,248.8
1244.0,32.0,249.0
1245.0,32.0,249.2
1246.0,32.0,249.4
1247.0,32.0,249.6
1248.0,32.0,249.8
1249.0,32.0,250.0
1250.0,32.0,250.2
1251.0,32.0,250.4
1252.0,32.0,250.6
1253.0,32.0,250.8
1254.0,32.0,251.0
1255.0,32.0,251.2
1256.0,32.0,251.4
1257.0,32.0,251.6
1258.0,32.0,251.8
1259.0,32.0,252.0
1260.0,32.0,252.2
1261.0,32.0,252.4
1262.0,32.0,252.6
1263.0,32.0,252.8
1264.0,32.0,253.0
1265.0,32.0,253.2
1266.0,32.0,253.4
1267.0,32.0,253.6
1268.0,32.0,253.8
1269.0,32.0,254.0
1270.0,32.0,254.2
1271.0,32.0,254.4
1272.0,32.0,254.6
1273.0,32.0,254.8
1274.0,32.0,255.0
1275.0,32.0,255.2
1276.0,32.0,255.4
1277.0,32.0,255.6
1278.0,32.0,255.8
1279.0,32.0,256.0
1280.0,32.0,256.2
1281.0,32.0,256.4
1282.0,32.0,256.6
1283.0,32.0,256.8
1284.0,32.0,257.0
1285.0,32.0,257.2
1286.0,32.0,257.4
1287.0,32.0,257.6
1288.0,32.0,257.8
1289.0,32.0,258.0
1290.0,32.0,258.2
1291.0,32.0,258.4
1292.0,32.0,258.6
1293.0,32.0,258.8
1294.0,32.0,259.0
1295.0,32.0,259.2
1296.0,32.0,259.4
1297.0,32.0,259.6
1298.0,32.0,259.8
1299.0,32.0,260.0
1300.0,32.0,260.2
1301.0,32.0,260.4
1302.0,32.111111111111114,260.6
1303.0,32.22222222222223,260.8
1304.0,32.33333333333334,261.0
1305.0,32.44444444444446,261.2
1306.0,32.55555555555557,261.4
1307.0,32.666666666666686,261.6
1308.0,32.7777777777778,261.8
1309.0,32.888888888888914,262.0
1310.0,33.00000000000003,262.2
1311.0,33.11111111111114,262.4
1312.0,33.22222222222226,262.6
1313.0,33.33333333333337,262.8
1314.0,33.444444444444485,263.0
1315.0,33.5555555555556,263.2
1316.0,33.666666666666714,263.4
1317.0,33.77777777777783,263.6
1318.0,33.88888888888894,263.8
1319.0,34.00000000000006,264.0
1320.0,34.11111111111117,264.2
1321.0,34.222222222222285,264.4
1322.0,34.3333333333334,264.6
1323.0,34.444444444444514,264.8
1324.0,34.55555555555563,265.0
1325.0,34.66666666666674,265.2
1326.0,34.77777777777786,265.4
1327.0,34.88888888888897,265.6
1328.0,35.000000000000085,265.8
1329.0,35.1111111111112,266.0
1330.0,35.222222222222314,266.2
1331.0,35.33333333333343,266.4
1332.0,35.44444444444454,266.6
1333.0,35.55555555555566,266.8
1334.0,35.66666666666677,267.0
1335.0,35.777777777777885,267.2
1336.0,35.888888888889,267.4
1337.0,36.000000000000114,267.6
1338.0,36.11111111111123,267.8
1339.0,36.22222222222234,268.0
1340.0,36.33333333333346,268.2
1341.0,36.44444444444457,268.4
1342.0,36.555555555555685,268.6
1343.0,36.6666666666668,268.8
1344.0,36.777777777777914,269.0
1345.0,36.88888888888903,269.2
1346.0,37.00000000000014,269.4
1347.0,37.111111111111256,269.6
1348.0,37.22222222222237,269.8
1349.0,37.333333333333485,270.0
1350.0,37.4444444444446,270.2
1351.0,37.55555555555571,270.4
1352.0,37.66666666666683,270.6
1353.0,37.77777777777794,270.8
1354.0,37.888888888889056,271.0
1355.0,38.00000000000017,271.2
1356.0,38.111111111111285,271.4
1357.0,38.2222222222224,271.6
1358.0,38.33333333333351,271.8
1359.0,38.44444444444463,272.0
1360.0,38.55555555555574,272.2
1361.0,38.666666666666856,272.4
1362.0,38.77777777777797,272.6
1363.0,38.888888888889085,272.8
1364.0,39.0000000000002,273.0
1365.0,39.11111111111131,273.2
1366.0,39.22222222222243,273.4
1367.0,39.33333333333354,273.6
1368.0,39.444444444444656,273.8
1369.0,39.55555555555577,274.0
1370.0,39.666666666666885,274.2
1371.0,39.777777777778,274.4
1372.0,39.88888888888911,274.6
1373.0,40.00000000000023,274.8
1374.0,40.11111111111134,275.0
1375.0,40.222222222222456,275.2
1376.0,40.33333333333357,275.4
1377.0,40.444444444444684,275.6
1378.0,40.5555555555558,275.8
1379.0,40.66666666666691,276.0
1380.0,40.77777777777803,276.2
1381.0,40.88888888888914,276.4
1382.0,41.000000000000256,276.6
1383.0,41.11111111111137,276.8
1384.0,41.222222222222484,277.0
1385.0,41.3333333333336,277.2
1386.0,41.44444444444471,277.4
1387.0,41.55555555555583,277.6
1388.0,41.66666666666694,277.8
1389.0,41.777777777778056,278.0
1390.0,41.88888888888917,278.2
1391.0,42.000000000000284,278.4
1392.0,42.1111111111114,278.6
1393.0,42.22222222222251,278.8
1394.0,42.33333333333363,279.0
1395.0,42.44444444444474,279.2
1396.0,42.555555555555856,279.4
1397.0,42.66666666666697,279.6
1398.0,42.777777777778084,279.8
1399.0,42.8888888888892,280.0
1400.0,43.00000000000031,280.2
1401.0,43.11111111111143,280.4
1402.0,43.22222222222254,280.6
1403.0,43.333333333333655,280.8
1404.0,43.44444444444477,281.0
1405.0,43.555555555555884,281.2
1406.0,43.666666666667,281.4
1407.0,43.77777777777811,281.6
1408.0,43.88888888888923,281.8
1409.0,44.00000000000034,282.0
1410.0,44.111111111111455,282.2
1411.0,44.22222222222257,282.4
1412.0,44.333333333333684,282.6
1413.0,44.4444444444448,282.8
1414.0,44.55555555555591,283.0
1415.0,44.66666666666703,283.2
1416.0,44.77777777777814,283.4
1417.0,44.888888888889255,283.6
1418.0,45.00000000000037,283.8
1419.0,45.111111111111484,284.0
1420.0,45.2222222222226,284.2
1421.0,45.33333333333371,284.4
1422.0,45.44444444444483,284.6
1423.0,45.55555555555594,284.8
1424.0,45.666666666667055,285.0
1425.0,45.77777777777817,285.2
1426.0,45.888888888889284,285.4
1427.0,46.0000000000004,285.6
1428.0,46.11111111111151,285.8
1429.0,46.222222222222626,286.0
1430.0,46.33333333333374,286.2
1431.0,46.444444444444855,286.4
1432.0,46.55555555555597,286.6
1433.0,46.66666666666708,286.8
1434.0,46.7777777777782,287.0
1435.0,46.88888888888931,287.2
1436.0,47.000000000000426,287.4
1437.0,47.11111111111154,287.6
1438.0,47.222222222222655,287.8
1439.0,47.33333333333377,288.0
1440.0,47.44444444444488,288.2
1441.0,47.555555555556,288.4
1442.0,47.66666666666711,288.6
1443.0,47.777777777778226,288.8
1444.0,47.88888888888934,289.0
1445.0,48.000000000000455,289.2
1446.0,48.11111111111157,289.4
1447.0,48.22222222222268,289.6
1448.0,48.3333333333338,289.8
1449.0,48.44444444444491,290.0
1450.0,48.555555555556026,290.2
1451.0,48.66666666666714,290.4
1452.0,48.777777777778255,290.6
1453.0,48.88888888888937,290.8
1454.0,49.00000000000048,291.0
1455.0,49.1111111111116,291.2
1456.0,49.22222222222271,291.4
1457.0,49.333333333333826,291.6
1458.0,49.44444444444494,291.8
1459.0,49.555555555556055,292.0
1460.0,49.66666666666717,292.2
1461.0,49.77777777777828,292.4
1462.0,49.8888888888894,292.6
1463.0,50.00000000000051,292.8
1464.0,50.111111111111626,293.0
1465.0,50.22222222222274,293.2
1466.0,50.333333333333854,293.4
1467.0,50.44444444444497,293.6
1468.0,50.55555555555608,293.8
1469.0,50.6666666666672,294.0
1470.0,50.77777777777831,294.2
1471.0,50.888888888889426,294.4
1472.0,51.00000000000054,294.6
1473.0,51.111111111111654,294.8
1474.0,51.22222222222277,295.0
1475.0,51.33333333333388,295.2
1476.0,51.444444444445,295.4
1477.0,51.55555555555611,295.6
1478.0,51.666666666667226,295.8
1479.0,51.77777777777834,296.0
1480.0,51.888888888889454,296.2
1481.0,52.00000000000057,296.4
1482.0,52.11111111111168,296.6
1483.0,52.2222222222228,296.8
1484.0,52.33333333333391,297.0
1485.0,52.444444444445026,297.2
1486.0,52.55555555555614,297.4
1487.0,52.666666666667254,297.6
1488.0,52.77777777777837,297.8
1489.0,52.88888888888948,298.0
1490.0,53.0000000000006,298.2
1491.0,53.11111111111171,298.4
1492.0,53.222222222222825,298.6
1493.0,53.33333333333394,298.8
1494.0,53.444444444445054,299.0
1495.0,53.55555555555617,299.2
1496.0,53.66666666666728,299.4
1497.0,53.7777777777784,299.6
1498.0,53.88888888888951,299.8
1499.0,54.000000000000625,300.0
1500.0,54.11111111111174,300.2
1501.0,54.222222222222854,300.4
1502.0,54.33333333333397,300.6
1503.0,54.44444444444508,300.8
1504.0,54.5555555555562,301.0
1505.0,54.66666666666731,301.2
1506.0,54.777777777778425,301.4
1507.0,54.88888888888954,301.6
1508.0,55.000000000000654,301.8
1509.0,55.11111111111177,302.0
1510.0,55.22222222222288,302.2
1511.0,55.333333333334,302.4
1512.0,55.44444444444511,302.6
1513.0,55.555555555556225,302.8
1514.0,55.66666666666734,303.0
1515.0,55.777777777778454,303.2
1516.0,55.88888888888957,303.4
1517.0,56.00000000000068,303.6
1518.0,56.111111111111796,303.8
1519.0,56.22222222222291,304.0
1520.0,56.333333333334025,304.2
1521.0,56.44444444444514,304.4
1522.0,56.55555555555625,304.6
1523.0,56.66666666666737,304.8
1524.0,56.77777777777848,305.0
1525.0,56.888888888889596,305.2
1526.0,57.00000000000071,305.4
1527.0,57.111111111111825,305.6
1528.0,57.22222222222294,305.8
1529.0,57.33333333333405,306.0
1530.0,57.44444444444517,306.2
1531.0,57.55555555555628,306.4
1532.0,57.666666666667396,306.6
1533.0,57.77777777777851,306.8
1534.0,57.888888888889625,307.0
1535.0,58.00000000000074,307.2
1536.0,58.11111111111185,307.4
1537.0,58.22222222222297,307.6
1538.0,58.33333333333408,307.8
1539.0,58.444444444445196,308.0
1540.0,58.55555555555631,308.2
1541.0,58.666666666667425,308.4
1542.0,58.77777777777854,308.6
1543.0,58.88888888888965,308.8
1544.0,59.00000000000077,309.0
1545.0,59.11111111111188,309.2
1546.0,59.222222222222996,309.4
1547.0,59.33333333333411,309.6
1548.0,59.444444444445224,309.8
1549.0,59.55555555555634,310.0
1550.0,59.66666666666745,310.2
1551.0,59.77777777777857,310.4
1552.0,59.88888888888968,310.6
1553.0,60.000000000000796,310.8
1554.0,60.11111111111191,311.0
1555.0,60.222222222223024,311.2
1556.0,60.33333333333414,311.4
1557.0,60.44444444444525,311.6
1558.0,60.55555555555637,311.8
1559.0,60.66666666666748,312.0
1560.0,60.777777777778596,312.2
1561.0,60.88888888888971,312.4
1562.0,61.000000000000824,312.6
1563.0,61.11111111111194,312.8
1564.0,61.22222222222305,313.0
1565.0,61.33333333333417,313.2
1566.0,61.44444444444528,313.4
1567.0,61.555555555556396,313.6
1568.0,61.66666666666751,313.8
1569.0,61.777777777778624,314.0
1570.0,61.88888888888974,314.2
1571.0,62.00000000000085,314.4
1572.0,62.11111111111197,314.6
1573.0,62.22222222222308,314.8
1574.0,62.333333333334195,315.0
1575.0,62.44444444444531,315.2
1576.0,62.555555555556424,315.4
1577.0,62.66666666666754,315.6
1578.0,62.77777777777865,315.8
1579.0,62.88888888888977,316.0
1580.0,63.00000000000088,316.2
1581.0,63.111111111111995,316.4
1582.0,63.22222222222311,316.6
1583.0,63.333333333334224,316.8
1584.0,63.44444444444534,317.0
1585.0,63.55555555555645,317.2
1586.0,63.66666666666757,317.4
1587.0,63.77777777777868,317.6
1588.0,63.888888888889795,317.8
1589.0,64.00000000000091,318.0
1590.0,64.11111111111202,318.2
1591.0,64.22222222222314,318.4
1592.0,64.33333333333425,318.6
1593.0,64.44444444444537,318.8
1594.0,64.55555555555648,319.0
1595.0,64.6666666666676,319.2
1596.0,64.77777777777871,319.4
1597.0,64.88888888888982,319.6
1598.0,65.00000000000094,319.8
1599.0,65.11111111111205,320.0
1600.0,65.22222222222317,320.2
1601.0,65.33333333333428,320.4
1602.0,65.4444444444454,320.6
1603.0,65.55555555555651,320.8
1604.0,65.66666666666762,321.0
1605.0,65.77777777777874,321.2
1606.0,65.88888888888985,321.4
1607.0,66.00000000000097,321.6
1608.0,66.11111111111208,321.8
1609.0,66.2222222222232,322.0
1610.0,66.33333333333431,322.2
1611.0,66.44444444444542,322.4
1612.0,66.55555555555654,322.6
1613.0,66.66666666666765,322.8
1614.0,66.77777777777877,323.0
1615.0,66.88888888888988,323.2
1616.0,67.000000000001,323.4
1617.0,67.11111111111211,323.6
1618.0,67.22222222222322,323.8
1619.0,67.33333333333434,324.0
1620.0,67.44444444444545,324.2
1621.0,67.55555555555657,324.4
1622.0,67.66666666666768,324.6
1623.0,67.7777777777788,324.8
1624.0,67.88888888888991,325.0
1625.0,68.00000000000102,325.2
1626.0,68.11111111111214,325.4
1627.0,68.22222222222325,325.6
1628.0,68.33333333333437,325.8
1629.0,68.44444444444548,326.0
1630.0,68.5555555555566,326.2
1631.0,68.66666666666771,326.4
1632.0,68.77777777777882,326.6
1633.0,68.88888888888994,326.8
1634.0,69.00000000000105,327.0
1635.0,69.11111111111217,327.2
1636.0,69.22222222222328,327.4
1637.0,69.3333333333344,327.6
1638.0,69.44444444444551,327.8
1639.0,69.55555555555662,328.0
1640.0,69.66666666666774,328.2
1641.0,69.77777777777885,328.4
1642.0,69.88888888888997,328.6
1643.0,70.00000000000108,328.8
1644.0,70.1111111111122,329.0
1645.0,70.22222222222331,329.2
1646.0,70.33333333333442,329.4
1647.0,70.44444444444554,329.6
1648.0,70.55555555555665,329.8
1649.0,70.66666666666777,330.0
1650.0,70.77777777777888,330.2
1651.0,70.88888888889,330.4
1652.0,71.00000000000111,330.6
1653.0,71.11111111111222,330.8
1654.0,71.22222222222334,331.0
1655.0,71.33333333333445,331.2
1656.0,71.44444444444557,331.4
1657.0,71.55555555555668,331.6
1658.0,71.6666666666678,331.8
1659.0,71.77777777777891,332.0
1660.0,71.88888888889002,332.2
1661.0,72.00000000000114,332.4
1662.0,72.11111111111225,332.6
1663.0,72.22222222222337,332.8
1664.0,72.33333333333448,333.0
1665.0,72.4444444444456,333.2
1666.0,72.55555555555671,333.4
1667.0,72.66666666666782,333.6
1668.0,72.77777777777894,333.8
1669.0,72.88888888889005,334.0
1670.0,73.00000000000117,334.2
1671.0,73.11111111111228,334.4
1672.0,73.2222222222234,334.6
1673.0,73.33333333333451,334.8
1674.0,73.44444444444562,335.0
1675.0,73.55555555555674,335.2
1676.0,73.66666666666785,335.4
1677.0,73.77777777777897,335.6
1678.0,73.88888888889008,335.8
1679.0,74.0000000000012,336.0
1680.0,74.11111111111231,336.2
1681.0,74.22222222222342,336.4
1682.0,74.33333333333454,336.6
1683.0,74.44444444444565,336.8
1684.0,74.55555555555677,337.0
1685.0,74.66666666666788,337.2
1686.0,74.777777777779,337.4
1687.0,74.88888888889011,337.6
1688.0,75.00000000000122,337.8
1689.0,75.11111111111234,338.0
1690.0,75.22222222222345,338.2
1691.0,75.33333333333456,338.4
1692.0,75.44444444444568,338.6
1693.0,75.5555555555568,338.8
1694.0,75.66666666666791,339.0
1695.0,75.77777777777902,339.2
1696.0,75.88888888889014,339.4
1697.0,76.00000000000125,339.6
1698.0,76.11111111111236,339.8
1699.0,76.22222222222348,340.0
1700.0,76.3333333333346,340.2
1701.0,76.44444444444571,340.4
1702.0,76.55555555555682,340.6
1703.0,76.66666666666794,340.8
1704.0,76.77777777777905,341.0
1705.0,76.88888888889016,341.2
1706.0,77.00000000000128,341.4
1707.0,77.1111111111124,341.6
1708.0,77.22222222222351,341.8
1709.0,77.33333333333462,342.0
1710.0,77.44444444444574,342.2
1711.0,77.55555555555685,342.4
1712.0,77.66666666666796,342.6
1713.0,77.77777777777908,342.8
1714.0,77.8888888888902,343.0
1715.0,78.00000000000131,343.2
1716.0,78.11111111111242,343.4
1717.0,78.22222222222354,343.6
1718.0,78.33333333333465,343.8
1719.0,78.44444444444576,344.0
1720.0,78.55555555555688,344.2
1721.0,78.666666666668,344.4
1722.0,78.77777777777911,344.6
1723.0,78.88888888889022,344.8
1724.0,79.00000000000134,345.0
1725.0,79.11111111111245,345.2
1726.0,79.22222222222356,345.4
1727.0,79.33333333333468,345.6
1728.0,79.4444444444458,345.8
1729.0,79.55555555555691,346.0
1730.0,79.66666666666802,346.2
1731.0,79.77777777777914,346.4
1732.0,79.88888888889025,346.6
1733.0,80.00000000000136,346.8
1734.0,80.11111111111248,347.0
1735.0,80.22222222222359,347.2
1736.0,80.3333333333347,347.4
1737.0,80.44444444444582,347.6
1738.0,80.55555555555694,347.8
1739.0,80.66666666666805,348.0
1740.0,80.77777777777916,348.2
1741.0,80.88888888889028,348.4
1742.0,81.00000000000139,348.6
1743.0,81.1111111111125,348.8
1744.0,81.22222222222362,349.0
1745.0,81.33333333333474,349.2
1746.0,81.44444444444585,349.4
1747.0,81.55555555555696,349.6
1748.0,81.66666666666808,349.8
1749.0,81.77777777777919,350.0
1750.0,81.8888888888903,350.2
1751.0,82.00000000000142,350.4
1752.0,82.11111111111254,350.6
1753.0,82.22222222222365,350.8
1754.0,82.33333333333476,351.0
1755.0,82.44444444444588,351.2
1756.0,82.55555555555699,351.4
1757.0,82.6666666666681,351.6
1758.0,82.77777777777922,351.8
1759.0,82.88888888889034,352.0
1760.0,83.00000000000145,352.2
1761.0,83.11111111111256,352.4
1762.0,83.22222222222368,352.6
1763.0,83.33333333333479,352.8
1764.0,83.4444444444459,353.0
1765.0,83.55555555555702,353.2
1766.0,83.66666666666814,353.4
1767.0,83.77777777777925,353.6
1768.0,83.88888888889036,353.8
1769.0,84.00000000000148,354.0
1770.0,84.11111111111259,354.2
1771.0,84.2222222222237,354.4
1772.0,84.33333333333482,354.6
1773.0,84.44444444444594,354.8
1774.0,84.55555555555705,355.0
1775.0,84.66666666666816,355.2
1776.0,84.77777777777928,355.4
1777.0,84.88888888889039,355.6
1778.0,85.0000000000015,355.8
1779.0,85.11111111111262,356.0
1780.0,85.22222222222373,356.2
1781.0,85.33333333333485,356.4
1782.0,85.44444444444596,356.6
1783.0,85.55555555555708,356.8
1784.0,85.66666666666819,357.0
1785.0,85.7777777777793,357.2
1786.0,85.88888888889042,357.4
1787.0,86.00000000000153,357.6
1788.0,86.11111111111265,357.8
1789.0,86.22222222222376,358.0
1790.0,86.33333333333488,358.2
1791.0,86.44444444444599,358.4
1792.0,86.5555555555571,358.6
1793.0,86.66666666666822,358.8
1794.0,86.77777777777933,359.0
1795.0,86.88888888889045,359.2
1796.0,87.00000000000156,359.4
1797.0,87.11111111111268,359.6
1798.0,87.22222222222379,359.8
1799.0,87.3333333333349,360.0
1800.0,87.44444444444602,360.2
1801.0,87.55555555555713,360.4
1802.0,87.66666666666825,360.6
1803.0,87.77777777777936,360.8
1804.0,87.88888888889048,361.0
1805.0,88.00000000000159,361.2
1806.0,88.1111111111127,361.4
1807.0,88.22222222222382,361.6
1808.0,88.33333333333493,361.8
1809.0,88.44444444444605,362.0
1810.0,88.55555555555716,362.2
1811.0,88.66666666666828,362.4
1812.0,88.77777777777939,362.6
1813.0,88.8888888888905,362.8
1814.0,89.00000000000162,363.0
1815.0,89.11111111111273,363.2
1816.0,89.22222222222385,363.4
1817.0,89.33333333333496,363.6
1818.0,89.44444444444608,363.8
1819.0,89.55555555555719,364.0
1820.0,89.6666666666683,364.2
1821.0,89.77777777777942,364.4
1822.0,89.88888888889053,364.6
1823.0,90.00000000000165,364.8
1824.0,90.11111111111276,365.0
1825.0,90.22222222222388,365.2
1826.0,90.33333333333499,365.4
1827.0,90.4444444444461,365.6
1828.0,90.55555555555722,365.8
1829.0,90.66666666666833,366.0
1830.0,90.77777777777945,366.2
1831.0,90.88888888889056,366.4
1832.0,91.00000000000168,366.6
1833.0,91.11111111111279,366.8
1834.0,91.2222222222239,367.0
1835.0,91.33333333333502,367.2
1836.0,91.44444444444613,367.4
1837.0,91.55555555555725,367.6
1838.0,91.66666666666836,367.8
1839.0,91.77777777777948,368.0
1840.0,91.88888888889059,368.2
1841.0,92.0000000000017,368.4
1842.0,92.11111111111282,368.6
1843.0,92.22222222222393,368.8
1844.0,92.33333333333505,369.0
1845.0,92.44444444444616,369.2
1846.0,92.55555555555728,369.4
1847.0,92.66666666666839,369.6
1848.0,92.7777777777795,369.8
1849.0,92.88888888889062,370.0
1850.0,93.00000000000173,370.2
1851.0,93.11111111111285,370.4
1852.0,93.22222222222396,370.6
1853.0,93.33333333333508,370.8
1854.0,93.44444444444619,371.0
1855.0,93.5555555555573,371.2
1856.0,93.66666666666842,371.4
1857.0,93.77777777777953,371.6
1858.0,93.88888888889065,371.8
1859.0,94.00000000000176,372.0
1860.0,94.11111111111288,372.2
1861.0,94.22222222222399,372.4
1862.0,94.3333333333351,372.6
1863.0,94.44444444444622,372.8
1864.0,94.55555555555733,373.0
1865.0,94.66666666666845,373.2
1866.0,94.77777777777956,373.4
1867.0,94.88888888889068,373.6
1868.0,95.00000000000179,373.8
1869.0,95.1111111111129,374.0
1870.0,95.22222222222402,374.2
1871.0,95.33333333333513,374.4
1872.0,95.44444444444625,374.6
1873.0,95.55555555555736,374.8
1874.0,95.66666666666848,375.0
1875.0,95.77777777777959,375.2
1876.0,95.8888888888907,375.4
1877.0,96.00000000000182,375.6
1878.0,96.11111111111293,375.8
1879.0,96.22222222222405,376.0
1880.0,96.33333333333516,376.2
1881.0,96.44444444444628,376.4
1882.0,96.55555555555739,376.6
1883.0,96.6666666666685,376.8
1884.0,96.77777777777962,377.0
1885.0,96.88888888889073,377.2
1886.0,97.00000000000185,377.4
1887.0,97.11111111111296,377.6
1888.0,97.22222222222408,377.8
1889.0,97.33333333333519,378.0
1890.0,97.4444444444463,378.2
1891.0,97.55555555555742,378.4
1892.0,97.66666666666853,378.6
1893.0,97.77777777777965,378.8
1894.0,97.88888888889076,379.0
1895.0,98.00000000000188,379.2
1896.0,98.11111111111299,379.4
1897.0,98.2222222222241,379.6
1898.0,98.33333333333522,379.8
1899.0,98.44444444444633,380.0
1900.0,98.55555555555745,380.2
1901.0,98.66666666666856,380.4
1902.0,98.77777777777968,380.6
1903.0,98.88888888889079,380.8
1904.0,99.0000000000019,381.0
1905.0,99.11111111111302,381.2
1906.0,99.22222222222413,381.4
1907.0,99.33333333333525,381.6
1908.0,99.44444444444636,381.8
1909.0,99.55555555555748,382.0
1910.0,99.66666666666859,382.2
1911.0,99.7777777777797,382.4
1912.0,99.88888888889082,382.6
1913.0,100.00000000000193,382.8
1914.0,100.11111111111305,383.0
1915.0,100.22222222222416,383.2
1916.0,100.33333333333528,383.4
1917.0,100.44444444444639,383.6
1918.0,100.5555555555575,383.8
1919.0,100.66666666666862,384.0
1920.0,100.77777777777973,384.2
1921.0,100.88888888889085,384.4
1922.0,101.00000000000196,384.6
1923.0,101.11111111111308,384.8
1924.0,101.22222222222419,385.0
1925.0,101.3333333333353,385.2
1926.0,101.44444444444642,385.4
1927.0,101.55555555555753,385.6
1928.0,101.66666666666865,385.8
1929.0,101.77777777777976,386.0
1930.0,101.88888888889088,386.2
1931.0,102.00000000000199,386.4
1932.0,102.1111111111131,386.6
1933.0,102.22222222222422,386.8
1934.0,102.33333333333533,387.0
1935.0,102.44444444444645,387.2
1936.0,102.55555555555756,387.4
1937.0,102.66666666666868,387.6
1938.0,102.77777777777979,387.8
1939.0,102.8888888888909,388.0
1940.0,103.00000000000202,388.2
1941.0,103.11111111111313,388.4
1942.0,103.22222222222425,388.6
1943.0,103.33333333333536,388.8
1944.0,103.44444444444648,389.0
1945.0,103.55555555555759,389.2
1946.0,103.6666666666687,389.4
1947.0,103.77777777777982,389.6
1948.0,103.88888888889093,389.8
1949.0,104.00000000000205,390.0
1950.0,104.11111111111316,390.2
1951.0,104.22222222222427,390.4
1952.0,104.33333333333539,390.6
1953.0,104.4444444444465,390.8
1954.0,104.55555555555762,391.0
1955.0,104.66666666666873,391.2
1956.0,104.77777777777985,391.4
1957.0,104.88888888889096,391.6
1958.0,105.00000000000207,391.8
1959.0,105.11111111111319,392.0
1960.0,105.2222222222243,392.2
1961.0,105.33333333333542,392.4
1962.0,105.44444444444653,392.6
1963.0,105.55555555555765,392.8
1964.0,105.66666666666876,393.0
1965.0,105.77777777777987,393.2
1966.0,105.88888888889099,393.4
1967.0,106.0000000000021,393.6
1968.0,106.11111111111322,393.8
1969.0,106.22222222222433,394.0
1970.0,106.33333333333545,394.2
1971.0,106.44444444444656,394.4
1972.0,106.55555555555767,394.6
1973.0,106.66666666666879,394.8
1974.0,106.7777777777799,395.0
1975.0,106.88888888889102,395.2
1976.0,107.00000000000213,395.4
1977.0,107.11111111111325,395.6
1978.0,107.22222222222436,395.8
1979.0,107.33333333333547,396.0
1980.0,107.44444444444659,396.2
1981.0,107.5555555555577,396.4
1982.0,107.66666666666882,396.6
1983.0,107.77777777777993,396.8
1984.0,107.88888888889105,397.0
1985.0,108.00000000000216,397.2
1986.0,108.11111111111327,397.4
1987.0,108.22222222222439,397.6
1988.0,108.3333333333355,397.8
1989.0,108.44444444444662,398.0
1990.0,108.55555555555773,398.2
1991.0,108.66666666666885,398.4
1992.0,108.77777777777996,398.6
1993.0,108.88888888889107,398.8
1994.0,109.00000000000219,399.0
