time_s,temperature_C,energy_kJ
468.0,55.0,93.8
469.0,55.0,94.0
470.0,55.0,94.2
471.0,55.0,94.4
472.0,55.0,94.6
473.0,55.0,94.8
474.0,55.0,95.0
475.0,55.0,95.2
476.0,55.0,95.4
477.0,55.0,95.6
478.0,55.0,95.8
479.0,55.0,96.0
480.0,55.0,96.2
481.0,55.0,96.4
482.0,55.0,96.6
483.0,55.0,96.8
484.0,55.0,97.0
485.0,55.0,97.2
486.0,55.0,97.4
487.0,55.0,97.6
488.0,55.0,97.8
489.0,55.0,98.0
490.0,55.0,98.2
491.0,55.0,98.4
492.0,55.0,98.6
493.0,55.0,98.8
494.0,55.0,99.0
495.0,55.0,99.2
496.0,55.0,99.4
497.0,55.0,99.6
498.0,55.0,99.8
499.0,55.0,100.0
500.0,55.0,100.2
501.0,55.0,100.4
502.0,55.0,100.6
503.0,55.0,100.8
504.0,55.0,101.0
505.0,55.0,101.2
506.0,55.0,101.4
507.0,55.0,101.6
508.0,55.0,101.8
509.0,55.0,102.0
510.0,55.0,102.2
511.0,55.0,102.4
512.0,55.0,102.6
513.0,55.0,102.8
514.0,55.0,103.0
515.0,55.0,103.2
516.0,55.0,103.4
517.0,55.0,103.6
518.0,55.0,103.8
519.0,55.0,104.0
520.0,55.0,104.2
521.0,55.0,104.4
522.0,55.0,104.6
523.0,55.0,104.8
524.0,55.0,105.0
525.0,55.0,105.2
526.0,55.0,105.4
527.0,55.0,105.6
528.0,55.0,105.8
529.0,55.0,106.0
530.0,55.0,106.2
531.0,55.0,106.4
532.0,55.0,106.6
533.0,55.0,106.8
534.0,55.0,107.0
535.0,55.0,107.2
536.0,55.0,107.4
537.0,55.0,107.6
538.0,55.0,107.8
539.0,55.0,108.0
540.0,55.0,108.2
541.0,55.0,108.4
542.0,55.0,108.6
543.0,55.0,108.8
544.0,55.0,109.0
545.0,55.0,109.2
546.0,55.0,109.4
547.0,55.0,109.6
548.0,55.0,109.8
549.0,55.0,110.0
550.0,55.0,110.2
551.0,55.0,110.4
552.0,55.0,110.6
553.0,55.0,110.8
554.0,55.0,111.0
555.0,55.0,111.2
556.0,55.0,111.4
557.0,55.0,111.6
558.0,55.0,111.8
559.0,55.0,112.0
560.0,55.0,112.2
561.0,55.0,112.4
562.0,55.0,112.6
563.0,55.0,112.8
564.0,55.0,113.0
565.0,55.0,113.2
566.0,55.0,113.4
567.0,55.0,113.6
568.0,55.0,113.8
569.0,55.0,114.0
570.0,55.0,114.2
571.0,55.0,114.4
572.0,55.0,114.6
573.0,55.0,114.8
574.0,55.0,115.0
575.0,55.0,115.2
576.0,55.0,115.4
577.0,55.0,115.6
578.0,55.0,115.8
579.0,55.0,116.0
580.0,55.0,116.2
581.0,55.0,116.4
582.0,55.0,116.6
583.0,55.0,116.8
584.0,55.0,117.0
585.0,55.0,117.2
586.0,55.0,117.4
587.0,55.0,117.6
588.0,55.0,117.8
589.0,55.0,118.0
590.0,55.0,118.2
591.0,55.0,118.4
592.0,55.0,118.6
593.0,55.0,118.8
594.0,55.0,119.0
595.0,55.0,119.2
596.0,55.0,119.4
597.0,55.0,119.6
598.0,55.0,119.8
599.0,55.0,120.0
600.0,55.0,120.2
601.0,55.0,120.4
602.0,55.0,120.6
603.0,55.0,120.8
604.0,55.0,121.0
605.0,55.0,121.2
606.0,55.0,121.4
607.0,55.0,121.6
608.0,55.0,121.8
609.0,55.0,122.0
610.0,55.0,122.2
611.0,55.0,122.4
612.0,55.0,122.6
613.0,55.0,122.8
614.0,55.0,123.0
615.0,55.0,123.2
616.0,55.0,123.4
617.0,55.0,123.6
618.0,55.0,123.8
619.0,55.0,124.0
620.0,55.0,124.2
621.0,55.0,124.4
622.0,55.0,124.6
623.0,55.0,124.8
624.0,55.0,125.0
625.0,55.0,125.2
626.0,55.0,125.4
627.0,55.0,125.6
628.0,55.0,125.8
629.0,55.0,126.0
630.0,55.0,126.2
631.0,55.0,126.4
632.0,55.0,126.6
633.0,55.0,126.8
634.0,55.0,127.0
635.0,55.0,127.2
636.0,55.0,127.4
637.0,55.0,127.6
638.0,55.0,127.8
639.0,55.0,128.0
640.0,55.0,128.2
641.0,55.0,128.4
642.0,55.0,128.6
643.0,55.0,128.8
644.0,55.0,129.0
645.0,55.0,129.2
646.0,55.0,129.4
647.0,55.0,129.6
648.0,55.0,129.8
649.0,55.0,130.0
650.0,55.0,130.2
651.0,55.0,130.4
652.0,55.0,130.6
653.0,55.0,130.8
654.0,55.0,131.0
655.0,55.0,131.2
656.0,55.0,131.4
657.0,55.0,131.6
658.0,55.0,131.8
659.0,55.0,132.0
660.0,55.0,132.2
661.0,55.0,132.4
662.0,55.0,132.6
663.0,55.0,132.8
664.0,55.0,133.0
665.0,55.0,133.2
666.0,55.0,133.4
667.0,55.0,133.6
668.0,55.0,133.8
669.0,55.0,134.0
670.0,55.0,134.2
671.0,55.0,134.4
672.0,55.0,134.6
673.0,55.0,134.8
674.0,55.0,135.0
675.0,55.0,135.2
676.0,55.0,135.4
677.0,55.0,135.6
678.0,55.0,135.8
679.0,55.0,136.0
680.0,55.0,136.2
681.0,55.0,136.4
682.0,55.0,136.6
683.0,55.0,136.8
684.0,55.0,137.0
685.0,55.0,137.2
686.0,55.0,137.4
687.0,55.0,137.6
688.0,55.0,137.8
689.0,55.0,138.0
690.0,55.0,138.2
691.0,55.0,138.4
692.0,55.0,138.6
693.0,55.0,138.8
694.0,55.0,139.0
695.0,55.0,139.2
696.0,55.0,139.4
697.0,55.0,139.6
698.0,55.0,139.8
699.0,55.0,140.0
700.0,55.0,140.2
701.0,55.0,140.4
702.0,55.0,140.6
703.0,55.0,140.8
704.0,55.0,141.0
705.0,55.0,141.2
706.0,55.0,141.4
707.0,55.0,141.6
708.0,55.0,141.8
709.0,55.0,142.0
710.0,55.0,142.2
711.0,55.0,142.4
712.0,55.0,142.6
713.0,55.0,142.8
714.0,55.0,143.0
715.0,55.0,143.2
716.0,55.0,143.4
717.0,55.0,143.6
718.0,55.0,143.8
719.0,55.0,144.0
720.0,55.0,144.2
721.0,55.0,144.4
722.0,55.0,144.6
723.0,55.0,144.8
724.0,55.0,145.0
725.0,55.0,145.2
726.0,55.0,145.4
727.0,55.0,145.6
728.0,55.0,145.8
729.0,55.0,146.0
730.0,55.0,146.2
731.0,55.0,146.4
732.0,55.0,146.6
733.0,55.0,146.8
734.0,55.0,147.0
735.0,55.0,147.2
736.0,55.0,147.4
737.0,55.0,147.6
738.0,55.0,147.8
739.0,55.0,148.0
740.0,55.0,148.2
741.0,55.0,148.4
742.0,55.0,148.6
743.0,55.0,148.8
744.0,55.0,149.0
745.0,55.0,149.2
746.0,55.0,149.4
747.0,55.0,149.6
748.0,55.0,149.8
749.0,55.0,150.0
750.0,55.0,150.2
751.0,55.0,150.4
752.0,55.0,150.6
753.0,55.0,150.8
754.0,55.0,151.0
755.0,55.0,151.2
756.0,55.0,151.4
757.0,55.0,151.6
758.0,55.0,151.8
759.0,55.0,152.0
760.0,55.0,152.2
761.0,55.0,152.4
762.0,55.0,152.6
763.0,55.0,152.8
764.0,55.0,153.0
765.0,55.0,153.2
766.0,55.0,153.4
767.0,55.0,153.6
768.0,55.0,153.8
769.0,55.0,154.0
770.0,55.0,154.2
771.0,55.0,154.4
772.0,55.0,154.6
773.0,55.0,154.8
774.0,55.0,155.0
775.0,55.0,155.2
776.0,55.0,155.4
777.0,55.0,155.6
778.0,55.0,155.8
779.0,55.0,156.0
780.0,55.0,156.2
781.0,55.0,156.4
782.0,55.0,156.6
783.0,55.0,156.8
784.0,55.0,157.0
785.0,55.0,157.2
786.0,55.0,157.4
787.0,55.0,157.6
788.0,55.0,157.8
789.0,55.0,158.0
790.0,55.0,158.2
791.0,55.0,158.4
792.0,55.0,158.6
793.0,55.0,158.8
794.0,55.0,159.0
795.0,55.0,159.2
796.0,55.0,159.4
797.0,55.0,159.6
798.0,55.0,159.8
799.0,55.0,160.0
800.0,55.0,160.2
801.0,55.0,160.4
802.0,55.0,160.6
803.0,55.0,160.8
804.0,55.0,161.0
805.0,55.0,161.2
806.0,55.0,161.4
807.0,55.0,161.6
808.0,55.0,161.8
809.0,55.0,162.0
810.0,55.0,162.2
811.0,55.0,162.4
812.0,55.0,162.6
813.0,55.0,162.8
814.0,55.0,163.0
815.0,55.0,163.2
816.0,55.0,163.4
817.0,55.0,163.6
818.0,55.0,163.8
819.0,55.0,164.0
820.0,55.0,164.2
821.0,55.0,164.4
822.0,55.0,164.6
823.0,55.0,164.8
824.0,55.0,165.0
825.0,55.0,165.2
826.0,55.0,165.4
827.0,55.0,165.6
828.0,55.0,165.8
829.0,55.0,166.0
830.0,55.0,166.2
831.0,55.0,166.4
832.0,55.0,166.6
833.0,55.0,166.8
834.0,55.0,167.0
835.0,55.0,167.2
836.0,55.0,167.4
837.0,55.0,167.6
838.0,55.0,167.8
839.0,55.0,168.0
840.0,55.0,168.2
841.0,55.0,168.4
842.0,55.0,168.6
843.0,55.0,168.8
844.0,55.0,169.0
845.0,55.0,169.2
846.0,55.0,169.4
847.0,55.0,169.6
848.0,55.0,169.8
849.0,55.0,170.0
850.0,55.0,170.2
851.0,55.0,170.4
852.0,55.0,170.6
853.0,55.0,170.8
854.0,55.0,171.0
855.0,55.0,171.2
856.0,55.0,171.4
857.0,55.0,171.6
858.0,55.0,171.8
859.0,55.0,172.0
860.0,55.0,172.2
861.0,55.0,172.4
862.0,55.0,172.6
863.0,55.0,172.8
864.0,55.0,173.0
865.0,55.0,173.2
866.0,55.0,173.4
867.0,55.0,173.6
868.0,55.0,173.8
869.0,55.0,174.0
870.0,55.0,174.2
871.0,55.0,174.4
872.0,55.0,174.6
873.0,55.0,174.8
874.0,55.0,175.0
875.0,55.0,175.2
876.0,55.0,175.4
877.0,55.0,175.6
878.0,55.0,175.8
879.0,55.0,176.0
880.0,55.0,176.2
881.0,55.0,176.4
882.0,55.0,176.6
883.0,55.0,176.8
884.0,55.0,177.0
885.0,55.0,177.2
886.0,55.0,177.4
887.0,55.0,177.6
888.0,55.0,177.8
889.0,55.0,178.0
890.0,55.0,178.2
891.0,55.0,178.4
892.0,55.0,178.6
893.0,55.0,178.8
894.0,55.0,179.0
895.0,55.0,179.2
896.0,55.0,179.4
897.0,55.0,179.6
898.0,55.0,179.8
899.0,55.0,180.0
900.0,55.0,180.2
901.0,55.0,180.4
902.0,55.0,180.6
903.0,55.0,180.8
904.0,55.0,181.0
905.0,55.0,181.2
906.0,55.0,181.4
907.0,55.0,181.6
908.0,55.0,181.8
909.0,55.0,182.0
910.0,55.0,182.2
911.0,55.0,182.4
912.0,55.0,182.6
913.0,55.0,182.8
914.0,55.0,183.0
915.0,55.0,183.2
916.0,55.0,183.4
917.0,55.0,183.6
918.0,55.0,183.8
919.0,55.0,184.0
920.0,55.0,184.2
921.0,55.0,184.4
922.0,55.0,184.6
923.0,55.0,184.8
924.0,55.0,185.0
925.0,55.0,185.2
926.0,55.0,185.4
927.0,55.0,185.6
928.0,55.0,185.8
929.0,55.0,186.0
930.0,55.0,186.2
931.0,55.0,186.4
932.0,55.0,186.6
933.0,55.0,186.8
934.0,55.0,187.0
935.0,55.0,187.2
936.0,55.0,187.4
937.0,55.0,187.6
938.0,55.0,187.8
939.0,55.0,188.0
940.0,55.0,188.2
941.0,55.0,188.4
942.0,55.0,188.6
943.0,55.0,188.8
944.0,55.0,189.0
945.0,55.0,189.2
946.0,55.0,189.4
947.0,55.0,189.6
948.0,55.0,189.8
949.0,55.0,190.0
950.0,55.0,190.2
951.0,55.0,190.4
952.0,55.0,190.6
953.0,55.0,190.8
954.0,55.0,191.0
955.0,55.0,191.2
956.0,55.0,191.4
957.0,55.0,191.6
958.0,55.0,191.8
959.0,55.0,192.0
960.0,55.0,192.2
961.0,55.0,192.4
962.0,55.0,192.6
963.0,55.0,192.8
964.0,55.0,193.0
965.0,55.0,193.2
966.0,55.0,193.4
967.0,55.0,193.6
968.0,55.0,193.8
969.0,55.0,194.0
970.0,55.0,194.2
971.0,55.0,194.4
972.0,55.0,194.6
973.0,55.0,194.8
974.0,55.0,195.0
975.0,55.0,195.2
976.0,55.0,195.4
977.0,55.0,195.6
978.0,55.0,195.8
979.0,55.0,196.0
980.0,55.0,196.2
981.0,55.0,196.4
982.0,55.0,196.6
983.0,55.0,196.8
984.0,55.0,197.0
985.0,55.0,197.2
986.0,55.0,197.4
987.0,55.0,197.6
988.0,55.0,197.8
989.0,55.0,198.0
990.0,55.0,198.2
991.0,55.0,198.4
992.0,55.0,198.6
993.0,55.0,198.8
994.0,55.0,199.0
995.0,55.0,199.2
996.0,55.0,199.4
997.0,55.0,199.6
998.0,55.0,199.8
